,index,user_id,상품명,item_option,user_rank,star,write_date,발색력,지속력,발림성,수분감,올리브영 후기 유무,광고 유무,user_type1,user_type3,user_type4,탑리뷰어,user_type2,user_type5,item_no,user_no,rating,브랜드,가격,평균별점,발색력점수,지속력점수,발림성점수,수분감점수
2114,4075,짱이팡이,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,TOP 333,5.0,2022-08-28,3.0,2.0,3.0,2.0,,0,복합성,모공,,0,봄웜톤,,34,1563,10.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2115,4076,Heramy,롬앤 글래스팅 워터 글로스,[옵션] 01 산호크러쉬,,4.0,2022-08-14,2.0,2.0,2.0,2.0,,0,,,,0,,,34,41,8.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2116,4077,헬로킽히,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2022-07-07,3.0,3.0,3.0,3.0,,0,,,,0,,,34,1785,12.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2117,4078,뚜룬뚜룬,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,TOP 425,5.0,2022-06-11,3.0,3.0,3.0,3.0,,0,복합성,각질,모공,0,웜톤,,34,788,12.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2118,4079,마루맘,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2022-05-22,3.0,3.0,3.0,3.0,,0,,,,0,,,34,863,12.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2119,4080,설희,롬앤 글래스팅 워터 글로스,[옵션] 01 산호크러쉬,,5.0,2022-05-04,3.0,2.0,3.0,3.0,,0,,,,0,,,34,1118,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2120,4081,나는여쿨라다,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2022-03-25,2.0,2.0,3.0,3.0,,0,,,,0,,,34,663,10.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2121,4082,ㅎ최애크로플ㅎ,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2022-03-23,3.0,1.0,3.0,3.0,,0,,,,0,,,34,530,10.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2122,4083,호오,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,TOP 112,5.0,2022-02-26,3.0,2.0,3.0,3.0,,0,복합성,각질,다크서클,0,웜톤,,34,1804,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2123,4084,배불,롬앤 글래스팅 워터 글로스,[옵션] 01 산호크러쉬,,4.0,2022-02-22,3.0,2.0,3.0,3.0,,0,,,,0,,,34,988,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2124,4085,luv9,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2021-03-02,3.0,1.0,3.0,3.0,,0,,,,0,,,34,343,10.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2125,4086,안녕유니,롬앤 글래스팅 워터 글로스,[옵션] 01 산호크러쉬,,5.0,2021-02-13,3.0,2.0,3.0,3.0,,0,,,,0,,,34,1217,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2126,4087,왓다이아,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,TOP 325,4.0,2021-01-14,1.0,1.0,2.0,3.0,,0,지성,각질,모공,0,웜톤,,34,1384,7.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2127,4088,그르미,롬앤 글래스팅 워터 글로스,[옵션] 02 나이트마린,,5.0,2021-01-04,3.0,3.0,3.0,3.0,,0,,,,0,,,34,595,12.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2128,4089,오딩이,롬앤 글래스팅 워터 글로스,[옵션] 02 나이트마린,,5.0,2020-04-02,3.0,2.0,3.0,3.0,,0,,,,0,,,34,1301,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2129,4090,오므라이스,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2020-04-01,3.0,3.0,3.0,3.0,,0,,,,0,,,34,1308,12.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2130,4091,미잉기,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,TOP 1033,5.0,2022-10-10,3.0,3.0,3.0,2.0,,0,복합성,모공,민감성,0,가을웜톤,,34,946,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2131,4092,찌지유,롬앤 글래스팅 워터 글로스,[옵션] 01 산호크러쉬,,5.0,2022-09-26,2.0,2.0,3.0,3.0,,0,,,,0,,,34,1575,10.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2132,4093,acete****,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,TOP 142,4.0,2022-09-20,3.0,3.0,3.0,3.0,,0,민감성,모공,탄력,0,여름쿨톤,,34,128,12.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2133,4094,요거트다내꺼,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,5.0,2022-09-15,3.0,2.0,3.0,2.0,,0,,,,0,,,34,1389,10.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2134,4095,생글이,롬앤 글래스팅 워터 글로스,[옵션] 01 산호크러쉬,,5.0,2022-09-15,3.0,2.0,3.0,3.0,,0,,,,0,,,34,1109,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2135,4096,also****,롬앤 글래스팅 워터 글로스,[옵션] 01 산호크러쉬,TOP 683,5.0,2022-09-13,3.0,2.0,3.0,3.0,,0,복합성,잡티,탄력,0,웜톤,,34,131,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2136,4097,호둥,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,,3.0,2022-09-12,3.0,3.0,3.0,2.0,,0,,,,0,,,34,1797,11.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2137,4098,소꿉놀이,롬앤 글래스팅 워터 글로스,[옵션] 00 메테오트랙,TOP 1603,5.0,2022-09-06,2.0,2.0,3.0,2.0,,0,복합성,민감성,블랙헤드,0,웜톤,,34,1124,9.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2138,4099,밤밤밤부린,롬앤 글래스팅 워터 글로스,[옵션] 01 산호크러쉬,,5.0,2022-09-01,2.0,2.0,2.0,2.0,,0,,,,0,,,34,981,8.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2139,4100,ForeveryoungS2,롬앤 글래스팅 워터 글로스,[옵션] 01 산호크러쉬,,5.0,2022-08-24,3.0,3.0,3.0,3.0,,0,,,,0,,,34,35,12.0,롬앤,8900,4.6,1.35,2.09,2.66,2.7399999999999998
2140,2245,Octiu1302,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 04 올데이 로즈,TOP 41,3.0,2022-09-06,3.0,2.0,3.0,2.0,,0,,,,0,,,5,71,10.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2141,2246,gn4343,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] [NEW]07 모브포유,TOP 41,5.0,2022-09-01,3.0,3.0,3.0,1.0,,0,,,,0,,,5,230,10.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2142,2247,뿌애잉,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 05 핑크포그,,5.0,2022-08-24,3.0,3.0,2.0,1.0,,0,,,,0,,,5,1077,9.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2143,2248,Zen,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 06 하트포인트,,5.0,2022-09-01,3.0,3.0,3.0,1.0,,0,,,,0,,,5,122,10.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2144,2249,gn4343,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 01 피치베베,,5.0,2022-08-20,3.0,2.0,3.0,1.0,,0,복합성,각질,모공,0,봄웜톤,,5,230,9.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2145,2250,리뷰토끼,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 01 피치베베,TOP 895,5.0,2022-08-31,3.0,3.0,3.0,1.0,,0,,,,0,,,5,848,10.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2146,2251,살구꽃잎,[NEW COLOR]클리오 쉬폰블러틴트,,,1.0,2022-10-06,3.0,2.0,2.0,2.0,,1,,,,1,,,5,1090,9.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2147,2252,솔찍리뷰,[NEW COLOR]클리오 쉬폰블러틴트,,TOP 711,5.0,2022-09-10,2.0,3.0,3.0,1.0,,1,,,,0,,,5,1140,9.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2148,2253,레온시아,[NEW COLOR]클리오 쉬폰블러틴트,,,3.0,2022-09-01,3.0,2.0,3.0,2.0,,1,,,,0,,,5,817,10.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2149,2254,리뷰토끼,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 02 코랄 클레이,,5.0,2022-08-21,3.0,3.0,3.0,3.0,,0,지성,잡티,트러블,0,쿨톤,,5,848,12.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2150,2255,울라불라불루짱,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 04 올데이 로즈,,5.0,2022-09-06,3.0,2.0,3.0,1.0,,0,,,,0,,,5,1406,9.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2151,2256,집나간사자,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] [NEW]08 딥밀크티,TOP 41,3.0,2022-09-01,3.0,2.0,2.0,2.0,,0,,,,0,,,5,1555,9.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2152,2257,밖에영,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] [NEW]07 모브포유,,5.0,2022-06-21,2.0,2.0,2.0,1.0,,0,,,,0,,,5,980,7.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2153,2258,gn4343,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 02 코랄 클레이,TOP 531,5.0,2022-06-19,3.0,3.0,3.0,1.0,,0,지성,잡티,트러블,0,쿨톤,,5,230,10.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2154,2259,뭉치치누냐,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 03 라즈베리번,,4.0,2022-06-16,3.0,1.0,2.0,2.0,,0,,,,0,,,5,925,8.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2155,2260,갓지,[NEW COLOR]클리오 쉬폰블러틴트,,TOP 584,5.0,2022-09-19,2.0,2.0,2.0,2.0,,1,,,,1,,,5,542,8.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2156,2261,밤여름,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 04 올데이 로즈,,5.0,2022-09-07,2.0,1.0,1.0,2.0,,0,복합성,모공,,0,봄웜톤,,5,982,6.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2157,2262,까미깜이,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] [NEW]07 모브포유,,5.0,2022-09-05,1.0,2.0,3.0,1.0,,0,,,,0,,,5,624,7.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2158,2263,레온시아,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 03 라즈베리번,TOP 755,5.0,2022-09-04,2.0,3.0,2.0,2.0,,0,민감성,미백,,0,가을웜톤,,5,817,9.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2159,2264,꼬냥희,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] [NEW]07 모브포유,,3.0,2022-09-01,3.0,3.0,3.0,1.0,,0,,,,0,,,5,633,10.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2160,2265,뷰티많이야,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 01 피치베베,,5.0,2022-08-04,3.0,3.0,3.0,2.0,,0,건성,다크서클,미백,0,웜톤,,5,1039,11.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2161,2266,ㅇㅇㅁㅇㅇ,[NEW COLOR]클리오 쉬폰블러틴트,,,5.0,2022-07-03,3.0,3.0,3.0,2.0,,1,,,,0,,,5,529,11.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2162,2267,하우이,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 04 올데이 로즈,TOP 755,4.0,2022-10-03,3.0,2.0,3.0,1.0,,0,,,,0,,,5,1750,9.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2163,2268,막내올영알바,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 03 라즈베리번,,5.0,2022-09-24,3.0,2.0,1.0,2.0,,0,,,,0,,,5,869,8.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2164,2269,leny,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 02 코랄 클레이,TOP 395,1.0,2022-09-24,1.0,2.0,3.0,2.0,,0,,,,0,,,5,333,8.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2165,2270,박예슬,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 06 하트포인트,TOP 333,4.0,2022-09-09,2.0,3.0,3.0,1.0,,0,건성,블랙헤드,잡티,0,겨울쿨톤,,5,978,9.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2166,2271,chuyun,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 02 코랄 클레이,,5.0,2022-08-06,3.0,3.0,3.0,3.0,,0,,,,0,,,5,167,12.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2167,2272,전지수,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 02 코랄 클레이,TOP 1603,5.0,2022-06-15,3.0,2.0,2.0,2.0,,0,건성,다크서클,민감성,0,여름쿨톤,,5,1502,9.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2168,2273,힁오몽,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 04 올데이 로즈,,5.0,2022-10-07,3.0,1.0,3.0,2.0,,0,,,,0,,,5,1828,9.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2169,2274,하우이,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] [NEW]07 모브포유,TOP 633,5.0,2022-10-01,2.0,3.0,3.0,2.0,,0,복합성,모공,,0,봄웜톤,,5,1750,10.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2170,2275,뿌루,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] [NEW]07 모브포유,,5.0,2022-09-30,3.0,3.0,3.0,2.0,,0,,,,0,,,5,1075,11.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2171,2276,집나간사자,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 01 피치베베,,3.0,2022-09-27,3.0,2.0,3.0,1.0,,0,지성,,,0,봄웜톤,,5,1555,9.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2172,2277,말자,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 03 라즈베리번,,4.0,2022-09-27,3.0,2.0,3.0,1.0,,0,,,,0,,,5,877,9.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2173,2278,gn4343,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] [NEW]07 모브포유,,5.0,2022-09-26,3.0,2.0,3.0,2.0,,0,복합성,모공,,0,봄웜톤,,5,230,10.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2174,2279,집나간사자,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 02 코랄 클레이,TOP 1196,5.0,2022-09-26,3.0,3.0,3.0,3.0,,0,,,,0,,,5,1555,12.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2175,2280,지제링,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 02 코랄 클레이,,5.0,2022-09-16,2.0,3.0,3.0,1.0,,0,,,,0,,,5,1548,9.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2176,2281,지갑탕진,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] [NEW]07 모브포유,TOP 1071,3.0,2022-09-04,3.0,3.0,3.0,1.0,,0,,,,0,,,5,1541,10.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2177,2282,울라불라불루짱,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 06 하트포인트,,5.0,2022-08-31,3.0,2.0,3.0,1.0,,0,건성,잡티,탄력,0,웜톤,,5,1406,9.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2178,2283,힁오몽,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 04 올데이 로즈,TOP 333,4.0,2022-07-03,2.0,2.0,3.0,1.0,,0,,,,0,,,5,1828,8.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2179,2284,뜨문투문,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 02 코랄 클레이,,4.0,2022-09-23,3.0,2.0,2.0,2.0,,0,건성,민감성,,0,가을웜톤,,5,792,9.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2180,2285,멍뭉이랑,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 03 라즈베리번,TOP 1196,5.0,2022-09-20,3.0,1.0,3.0,2.0,,0,,,,0,,,5,890,9.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2181,2286,콩나무리,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 06 하트포인트,,4.0,2022-09-12,3.0,2.0,2.0,2.0,,0,,,,0,,,5,1652,9.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2182,2287,돼지뇸뇸,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 02 코랄 클레이,TOP 333,5.0,2022-09-08,2.0,3.0,3.0,2.0,,0,,,,0,,,5,758,10.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2183,2288,XXUNGJIN,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 06 하트포인트,,5.0,2022-09-06,3.0,2.0,3.0,2.0,,0,민감성,각질,모공,0,웜톤,,5,112,10.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2184,2289,조조0,[NEW COLOR]클리오 쉬폰블러틴트,,,5.0,2022-08-29,3.0,2.0,3.0,2.0,,1,,,,0,,,5,1523,10.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2185,2290,그냥리치되고싶다,[NEW COLOR]클리오 쉬폰블러틴트,,,5.0,2022-08-15,3.0,2.0,3.0,1.0,,1,건성,민감성,주름,0,웜톤,,5,594,9.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2186,2291,kyoun****,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 01 피치베베,TOP 701,4.0,2022-08-06,2.0,3.0,2.0,1.0,,0,,,,0,,,5,322,8.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2187,2292,CARAT,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] [NEW]07 모브포유,,5.0,2022-08-03,2.0,3.0,2.0,2.0,,0,건성,블랙헤드,탄력,0,봄웜톤,,5,25,9.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2188,2293,예삐입니다,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 01 피치베베,TOP 1312,5.0,2022-06-02,3.0,2.0,2.0,2.0,,0,,,,0,,,5,1288,9.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2189,2294,톢이사랑꾼,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 02 코랄 클레이,,5.0,2022-08-04,2.0,3.0,3.0,2.0,,0,복합성,각질,모공,0,겨울쿨톤,,5,1684,10.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2190,2295,내이름은춘식이,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 05 핑크포그,,5.0,2022-06-19,3.0,2.0,2.0,2.0,,0,,,,0,,,5,683,9.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2191,2296,지갑탕진,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 02 코랄 클레이,,5.0,2022-06-17,2.0,3.0,3.0,2.0,,0,,,,0,,,5,1541,10.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2192,2297,Jinee9,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 02 코랄 클레이,TOP 517,5.0,2022-06-03,3.0,3.0,3.0,3.0,,0,복합성,모공,,0,웜톤,,5,48,12.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2193,2298,집나간사자,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] [NEW]07 모브포유,,5.0,2022-10-07,3.0,3.0,3.0,3.0,,0,,,,0,,,5,1555,12.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2194,2299,부시시여인,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] [NEW]07 모브포유,TOP 768,4.0,2022-10-06,3.0,2.0,3.0,2.0,,0,,,,0,,,5,1030,10.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2195,2300,바들이,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] [NEW]07 모브포유,,5.0,2022-10-06,3.0,3.0,3.0,1.0,,0,,,,0,,,5,969,10.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2196,2301,태립니다,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 03 라즈베리번,TOP 792,5.0,2022-10-06,3.0,1.0,2.0,2.0,,0,,,,0,,,5,1671,8.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2197,2302,감짜,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 06 하트포인트,,5.0,2022-10-03,3.0,2.0,2.0,2.0,,0,,,,0,,,5,540,9.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2198,2303,춘시기,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 06 하트포인트,TOP 244,4.0,2022-10-03,2.0,2.0,3.0,2.0,,0,복합성,각질,모공,0,웜톤,,5,1610,9.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2199,2304,엄뚱,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] [NEW]07 모브포유,,5.0,2022-10-03,3.0,3.0,3.0,2.0,,0,,,,0,,,5,1249,11.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2200,2305,사라이,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 01 피치베베,,5.0,2022-10-02,3.0,2.0,2.0,1.0,,0,,,,0,,,5,1082,8.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2201,2306,매화사,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 04 올데이 로즈,TOP 333,5.0,2022-09-29,2.0,2.0,3.0,2.0,,0,복합성,모공,민감성,0,웜톤,,5,884,9.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2202,2307,올영vip,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] [NEW]07 모브포유,,5.0,2022-09-25,2.0,3.0,3.0,2.0,,0,,,,0,,,5,1341,10.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2203,2308,케잌차,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] [NEW]07 모브포유,,5.0,2022-09-23,3.0,3.0,2.0,2.0,,0,복합성,각질,모공,0,겨울쿨톤,,5,1631,10.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2204,2309,염소쟁이,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 05 핑크포그,,2.0,2022-09-20,3.0,2.0,3.0,1.0,,0,,,,0,,,5,1274,9.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2205,2310,봄라쭈잉,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 02 코랄 클레이,,4.0,2022-09-18,1.0,3.0,3.0,1.0,,0,복합성,블랙헤드,탄력,0,봄웜톤,,5,1025,8.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2206,2311,pinkyrian,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 05 핑크포그,,4.0,2022-09-16,3.0,3.0,3.0,2.0,,0,,,,0,,,5,389,11.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2207,2312,찐찐리뷰어,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] [NEW]08 딥밀크티,TOP 383,5.0,2022-09-10,3.0,2.0,3.0,3.0,,0,민감성,미백,민감성,0,여름쿨톤,,5,1577,11.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2208,2313,ccoco,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 03 라즈베리번,,5.0,2022-09-03,3.0,1.0,2.0,2.0,,0,,,,0,,,5,155,8.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2209,2314,아차산꽃집,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 06 하트포인트,,4.0,2022-09-01,2.0,3.0,3.0,1.0,,0,,,,0,,,5,1210,9.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2210,2315,아차산꽃집,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 05 핑크포그,TOP 113,5.0,2022-08-28,3.0,2.0,3.0,2.0,,0,건성,각질,모공,0,웜톤,,5,1210,10.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
2211,2316,아차산꽃집,[NEW COLOR]클리오 쉬폰블러틴트,[옵션] 06 하트포인트,,5.0,2022-08-28,2.0,2.0,3.0,2.0,,0,,,,0,,,5,1210,9.0,클리오,18000,4.7,1.33,2.3000000000000003,2.6799999999999997,1.8699999999999999
